name	sources	files	one_liner	layer	scope	vertical	status	traction	priority
Heidi Health	ext:L3	kp-vertical-b.md	AI medical scribe for clinical documentation	L3	vertical	healthcare	active	$65M Series B led by Point72 (Oct 2025)	high
Helicone	ext:L1	kp-infra.md	Open-source LLM observability and monitoring	L1	horizontal	general	active	$5M seed (2024)	normal
Hello Patient	8VC	vc-us-c.md	AI patient engagement calls, texts and scheduling	L3	vertical	healthcare	active	$22.5M Ser A	normal
Henry AI	gtm:cpq;seed:L3	gtm-carry.md;kp-vertical-b.md	AI deal desk for commercial real estate: lease abstraction and underwriting	L3	vertical	GTM/sales	active	none visible	normal
Hera	YC S25	yc-2025.md	AI motion designer turning hours of video work into minutes	L3	vertical	media	active	none visible	high
Hex Security	YC W26	yc-2026.md	AI agents that continuously pen-test infrastructure	L3	vertical	security	active	$1M+ run-rate in 8 weeks	high
Hey Revia	YC S24	yc-2024.md	Voice AI to automate complex phone calls for healthcare providers	X	vertical	healthcare	active	none visible	high
Hey Telo	YC W25	yc-2025.md	Voice AI for home services businesses	L3	vertical	home services	active	none visible	high
Hindsight	YC W23	yc-2023.md	AI agents conducting buyer interviews and deal analysis	L3	vertical	sales	active	none visible	normal
Hippocratic AI	ext:L3;a16z;General Catalyst	kp-vertical-b.md;vc-us-a.md;vc-us-b.md	Patient-facing healthcare AI agents	L3	vertical	healthcare	active	$126M Series C; $3.5B valuation (Nov 2025)	high
HOAi	YC W22	yc-2021-22.md	AI agent for community association management	L3	vertical	real estate	acquired	acquired by Vantaca Fall 2024	normal
HOMLI	YC S22	yc-2021-22.md	autonomous AI real-estate broker for home selling	L3	vertical	real estate	active	team 20	normal
Honeywell AI Agents	ext:L5	kp-suites.md	Domain-trained agentic workflows via Honeywell Forge	L5	vertical	manufacturing	active	none visible	normal
Hoplite	YC S26	yc-2026.md	Development platform built for AI coding agents	L1	horizontal	general	active	none visible	high
Horizon3.ai	SignalFire;Craft	vc-ai.md;vc-us-c.md	Autonomous penetration testing platform NodeZero	L3	vertical	security	active	$250M Series E at $2B+ Aug 2026	high
HubSpot Agent Hub	gtm:inc;seed:L5	gtm-carry.md;kp-suites.md	Agentic customer platform with Agent Hub and outcome-based pricing	L5	horizontal	general	active	$0.50 per resolved conversation, Dashworks acquired	high
hud	YC W25	yc-2025.md	Agentic evals and RL environments for computer-use agents	L1	horizontal	general	active	none visible	high
Hugging Face smolagents	seed:L2	kp-platforms.md	Hugging Face's minimalist open-source agent framework	L2	horizontal	general	active	Active open-source project in Hugging Face ecosystem	normal
Humance	YC W21	yc-2021-22.md	AI keeping complex construction projects on schedule	L3	vertical	construction	active	$125K raised	normal
HumanLayer	YC F24	yc-2024.md	Getting AI Coding Agents to solve hard problems in complex codebases	L1	horizontal	general	active	none visible	high
Humanly	ext:L3	kp-vertical-a.md	AI agents for high-volume and frontline hiring	L3	vertical	HR and recruiting	active	$25M Series B (2026)	high
Humoniq	YC S25	yc-2025.md	AI-native BPO for travel and transport customer support	L3	vertical	customer service	active	none visible	high
Hunter	ext:L3	kp-vertical-b.md	AI SOC analyst automating alert triage	L3	vertical	security	active	$118M total raised (Apr 2026)	high
Hyperbrowser	Peak XV;YC S21	vc-in.md;yc-2021-22.md	Browser infrastructure for AI agents to navigate the web	L1	horizontal	general	active	Peak XV-backed 2025; YC company	normal
Hypercore	Insight	vc-us-b.md	AI admin agent for private credit	L3	vertical	finance	active	$13.5M Ser A 2026 led by Insight	normal
Hypercubic	YC F25	yc-2025.md	AI maintaining and modernizing COBOL and mainframe systems	L3	vertical	software engineering	active	none visible	high
Hyperprobe	YC S26	yc-2026.md	Coding agent that can fix production issues	L3	vertical	software engineering	active	none visible	high
Hyperspell	YC F25	yc-2025.md	Memory for AI agents across Slack, Gmail, Notion, Drive	L1	horizontal	general	active	none visible	high
IBM BeeAI	ext:L2	kp-platforms.md	IBM Research's open-source agent framework	L2	horizontal	general	active	IBM Research open-source project	normal
IBM watsonx Orchestrate	seed:L5	kp-suites.md	Agentic control plane for building and governing enterprise agents	L2	horizontal	general	active	Agent Builder and role agents GA	normal
idemeum	YC S21	yc-2021-22.md	AI-powered application control governing which apps may execute	L1	horizontal	general	active	none visible	normal
Idler	YC S25	yc-2025.md	RL environments teaching AI to code at expert level	L1	horizontal	general	active	none visible	high
IFS AI Agents	ext:L5	kp-suites.md	Industrial agentic AI (IFS Loops) for ERP and field service	L5	horizontal	general	active	none visible	normal
Impart Security	Madrona	vc-us-c.md	Agentic security platform for APIs	L3	vertical	security	active	$12M Ser A led by Madrona	normal
incident.io	Insight	vc-us-b.md	Incident management platform with AI response agents	L3	vertical	IT	active	$62M round 2025, Insight-backed	normal
Inconvo	YC S23	yc-2023.md	Open-source platform for building data agents on production data	L2	horizontal	general	active	none visible	normal
Induced	seed:X;SignalFire	kp-infra.md;vc-ai.md	Cloud browser-automation agent API	X	horizontal	general	active	$2.3M seed (2023); API in public beta	normal
Infer	YC S21	yc-2021-22.md	AI voice agents qualifying insurance leads	X	vertical	insurance	active	none visible	normal
Infinitus	ext:L3	kp-vertical-a.md	Voice AI agents for healthcare benefit and pharma calls	L3	vertical	healthcare customer service	active	$51.5M Series C led by a16z (2024)	high
Infor AI Agents	ext:L5	kp-suites.md	Role-based agents on micro-vertical ERP processes	L5	horizontal	general	active	none visible	normal
Informatica CLAIRE Agents	ext:L5	kp-suites.md	Autonomous agents for enterprise data management	L5	horizontal	general	active	launched May 2025; uptake undisclosed	normal
Infosys	seed:L4	kp-infra.md	Indian SI with enterprise AI agent platform	L4	horizontal	general	active	Agentic AI Foundry launched (2025)	high
Inkeep	ext:L3	kp-vertical-a.md	AI support agents for docs and help centers	L3	vertical	customer service (developer)	active	none visible	normal
Inngest	seed:L1	kp-infra.md	Durable execution and functions for AI agents	L1	horizontal	general	active	$31.6M total; $21M Series A (2025)	high
InspectMind AI	YC W24	yc-2024.md	AI agent for construction drawings review	L3	vertical	construction	active	none visible	high
Insurf	YC S26	yc-2026.md	AI-native radiology and clinical operations	L3	vertical	healthcare	active	none visible	high
Intercom Fin	ext:L5;seed:L3	kp-suites.md;kp-vertical-a.md	Customer-service AI agent with outcome-based pricing	L5	vertical	customer service	active	12,000+ customers	high
Intuit Assist	ext:L5	kp-suites.md	AI agents across QuickBooks and Intuit products	L5	vertical	accounting	active	launched November 2024; uptake undisclosed	normal
Intuned	YC S22	yc-2021-22.md	code-first browser automation built and maintained by AI	X	horizontal	general	active	40M automation runs	normal
Inventive	YC S23	yc-2023.md	AI agents for RFP and questionnaire response automation	L3	vertical	sales	active	none visible	normal
iollo	YC S22	yc-2021-22.md	AI scientist automating drug development decisions	L3	vertical	life sciences	active	renamed Quinn	normal
ion design	YC W24	yc-2024.md	We built the 1st Autonomous AI Product Designer	L3	vertical	design	active	raised $1.8 million	high
IronLedger	YC S25	yc-2025.md	AI agents for property accounting, starting with accounts payable	L3	vertical	real estate	active	$70K+ savings across 35K+ units	high
item	YC F25	yc-2025.md	AI-native CRM where agents act autonomously on shared context	L3	vertical	GTM/sales	active	none visible	high
Ivo	ext:L3	kp-vertical-b.md	AI agents reviewing and negotiating contracts	L3	vertical	legal	active	$55M+ Series B (Jan 2026)	high
Janet AI	YC S25	yc-2025.md	AI-native ticket system that does the work automatically	L3	vertical	software engineering	active	none visible	high
Jarmin	YC F25	yc-2025.md	ML engineer employee you can hand full initiatives	L3	vertical	software engineering	active	none visible	high
Jasmine Energy	YC S22	yc-2021-22.md	AI completing solar incentive webforms and filings	L3	vertical	energy	dead	none visible	normal
JetBrains Junie	ext:L5	kp-suites.md	Coding agent built into JetBrains IDEs	L5	vertical	software engineering	active	none visible	normal
Jinba	YC W26	yc-2026.md	AI-native legal services with same-day turnaround	L3	vertical	legal	active	none visible	high
JoyAgent	ext:L2	kp-platforms.md	JD Cloud's enterprise agent platform; open-sourced JDGenie	L2	horizontal	general	active	JD Cloud enterprise distribution; open-sourced JDGenie	normal
Julius	YC S22	yc-2021-22.md	AI data scientist analyzing data and training models	L3	horizontal	general	active	team 15	normal
Jump	Battery	vc-us-b.md	AI agents for financial advisor workflows	L3	vertical	financial services	active	$20M Ser A 2025 led by Battery	normal
Junction Bioscience	YC W24	yc-2024.md	AI Hypothesis Engine for Molecular Discovery	L3	vertical	scientific research	active	none visible	high
Just Words	YC W24	yc-2024.md	A modern workflow for lifecycle marketing	L3	vertical	marketing	active	none visible	high
JustAI	Peak XV	vc-in.md	Always-on AI agents for lifecycle marketing personalization	L3	vertical	GTM/marketing	active	$17M Series A 2026 with Peak XV	high
Justinian	YC S26	yc-2026.md	AI-native government affairs firm	L3	vertical	government	active	none visible	high
Kaigo Health	YC F25	yc-2025.md	AI outpatient care workforce for Medicare care management	L3	vertical	healthcare	active	none visible	high
Kairo Health	YC S24	yc-2024.md	The AI healthcare workforce	L3	vertical	healthcare	active	none visible	high
Kalepa	ext:L3	kp-vertical-b.md	AI underwriting workbench for commercial insurers	L3	vertical	insurance	active	$14M Series A (2021)	normal
Kalinda	YC S25	yc-2025.md	AI qualifying class action cases in minutes for law firms	L3	vertical	legal	active	none visible	high
Kapa	ext:L3	kp-vertical-a.md	AI support agents built from technical documentation	L3	vertical	customer service (developer)	active	$3.2M seed (2024); now knowledge API for agents	normal
Karmen	YC F24	yc-2024.md	AI Assistant for Construction Project Managers	L3	vertical	construction	active	none visible	high
Karumi	YC F25	yc-2025.md	AI agent joining live video calls to deliver product demos	L3	vertical	GTM/sales	active	none visible	high
Kastle	YC S24	yc-2024.md	AI agents for mortgage servicing	L3	vertical	finance/accounting	active	Partnered with Carrington Mortgage Services	high
Kata.ai	ext:L2	kp-platforms.md	Indonesian enterprise conversational AI and agent platform	L2	horizontal	general	active	None visible	normal
kater.ai	YC W24	yc-2024.md	Deliver complete data analysis from a single question	L3	vertical	data & analytics	active	none visible	high
Kebra	YC S26	yc-2026.md	AI-native operations for field service companies	L3	vertical	logistics	active	none visible	high
Keenable	Accel	vc-us-a.md	Search infrastructure and web index built specifically for AI agent retrieval	L1	horizontal	general	active	Seed round led by Accel, commercial contracts with AI labs	normal
Keet	YC S24	yc-2024.md	Authentication for AI Agents	L1	horizontal	general	active	none visible	high
Kenley	YC S24	yc-2024.md	AI Agents for Advisory & Financial Services	L3	vertical	finance/accounting	active	none visible	high
Kernel	Accel;YC S25	vc-us-a.md;yc-2025.md	Browser-as-a-service API and infrastructure for AI agents to navigate the web	L1	horizontal	general	active	Series A led by Accel	high
Kestrel AI	YC F25	yc-2025.md	Self-healing cloud incident response agents	L3	vertical	IT	active	none visible	high
Kestroll	YC S25	yc-2025.md	Custom AI agents automating visual, high-SKU OEM workflows	L3	vertical	manufacturing	active	none visible	high
Keywords AI	YC W24	yc-2024.md	The AI gateway with built-in observability & evals	L1	horizontal	general	active	$5.5M Raised	high
Kiku	Cherry Ventures	vc-eu.md	AI agents scheduling, screening and assessing applicants	L3	vertical	HR	active	$4.6M seed, Jul 2025	normal
Kita	YC W26	yc-2026.md	Automating credit review for emerging-market lenders	L3	vertical	finance	active	none visible	high
Kite	General Catalyst	vc-us-b.md	Identity, app store, and payments infrastructure for agents	L1	horizontal	general	active	$18M Ser A 2025 led by GC with PayPal Ventures	normal
Kite AI	8VC	vc-us-c.md	Trust and payment infrastructure for AI agents	L1	horizontal	general	active	$33M raised, Ser A 2025	normal
Klarity	seed:L3	kp-vertical-b.md	AI agents reviewing accounting documents and reconciliations	L3	vertical	finance/accounting	active	$70M Series B (2024)	high
Klu	ext:L2	kp-platforms.md	Platform for building and deploying custom LLM applications	L2	horizontal	general	unknown	$1.7M pre-seed 2023; no activity since	normal
Knostic	ext:L1	kp-infra.md	Need-to-know access controls preventing AI data leakage	L1	horizontal	general	active	$14.3M total (2025)	normal
Kodif	ext:L3	kp-vertical-a.md	Action-first AI customer support for ecommerce	L3	vertical	customer service (ecommerce)	active	$3M seed	normal
Kognitos	ext:L2	kp-platforms.md	Neurosymbolic automation platform using English as programming language	L2	horizontal	general	active	$25M Series B 2025; $20M round announced 2026	normal
Kolleno	ext:L3	kp-vertical-b.md	AI accounts receivable collections and credit control	L3	vertical	finance/accounting	active	none visible	normal
Kore.ai	seed:L2	kp-platforms.md	Enterprise agent platform for customer service and work, now Artemis	L2	horizontal	general	active	$150M FTV round 2024; Artemis launch 2026; Gartner MQ Leader 2026	high
KPMG	seed:L4	kp-infra.md	Big 4 SI with agentic AI offerings	L4	horizontal	general	active	KPMG Workbench multi-agent platform (2026)	high
Kular	YC W22	yc-2021-22.md	AI lead generator performing email and LinkedIn outreach	L3	vertical	GTM and sales	active	1000+ companies	normal
Kura AI	YC S24	yc-2024.md	New State of the Art for Browser Agents	X	horizontal	general	active	none visible	high
Kyber	YC W23	yc-2023.md	AI agents for insurance claims communications	L3	vertical	insurance	active	Majesco partnership	high
Lamin	YC S22	yc-2021-22.md	open data platform automating context for AI agents	L1	horizontal	general	active	team 10	normal
Laminar	YC S24	yc-2024.md	Understand why your AI agent breaks. Iterate fast to fix it.	L1	horizontal	general	active	Raised $3M seed	high
Lancey	YC S22	yc-2021-22.md	multiplayer agents executing engineering team tasks	L3	vertical	product	active	team 5	normal
Lanesurf	YC S25	yc-2025.md	Voice AI negotiating freight rates across parallel calls	L3	vertical	logistics	active	none visible	high
LangChain	seed:L2;Sequoia, Benchmark;IVP	kp-platforms.md;vc-us-a.md;vc-us-c.md	Frameworks and LangSmith platform for building LLM agent applications	L2	horizontal	general	active	$125M Series B Oct 2025; ~$1.3B valuation	high
