name	sources	files	one_liner	layer	scope	vertical	status	traction	priority	profile_depth	wiki_slug	task_horizon	pricing_model
FuseAI	YC W25	yc-2025.md	Agentic OS automating the entire outbound sales motion	L3	vertical	GTM/sales	active	none visible	high	base	fuseai	unknown	unknown
Futwork	Blume	vc-in.md	Voice AI contact centre for Indian enterprises	X	vertical	customer service	pivoted	Pivoted from telesales services to voice AI	normal			unknown	unknown
Galileo	seed:L1	kp-infra.md	Evaluation platform for gen-AI and agent reliability	L1	horizontal	general	active	$68M raised; 834% revenue growth	high	deep	galileo	multi-step	usage
Galini	YC F24	yc-2024.md	Compliance guardrails-as-a-service for AI applications	L1	horizontal	general	active	Pre Seed Round	high	base	galini	single-turn	unknown
GC AI	ext:L3;Northzone	kp-vertical-b.md;vc-eu.md	AI assistant for in-house counsel	L3	vertical	legal	active	$60M Series B at $550M (Nov 2025)	high	deep	gc-ai	persistent	usage
Gecko Security	YC F24	yc-2024.md	The AI Security Engineer to Find and Fix Vulnerabilities	L3	vertical	security	active	none visible	high	base	gecko-security	unknown	unknown
General Analysis	YC S24	yc-2024.md	Security for agentic AI	L1	horizontal	general	active	$10M Seed	high	deep	general-analysis	multi-step	unknown
General Legal	YC W26	yc-2026.md	Elite AI law firm for high growth companies	L3	vertical	legal	active	none visible	high	base	general-legal	unknown	unknown
General Magic	Radical Ventures	vc-ai.md	Insurance-native AI running brokerage workflows	L3	vertical	insurance	active	none visible	normal			unknown	unknown
Genesys AI Agents	ext:L5	kp-suites.md	Autonomous CX agents in Genesys Cloud	L5	vertical	customer service	active	none visible	normal			unknown	unknown
GenHealth.ai	ext:L3	kp-vertical-b.md	AI agents running the medical back office	L3	vertical	healthcare	active	$16.5M Series A (Sep 2026)	normal			unknown	unknown
Genie AI	ext:L3	kp-vertical-b.md	AI legal drafting and contract workspace	L3	vertical	legal	active	$17.8M led by GV (Oct 2024)	normal			unknown	unknown
Geordie	Balderton Capital	vc-eu.md	Security and governance layer for enterprise AI agents	L1	horizontal	general	active	$30M Series A led by Balderton, May 2026	high	deep	geordie	persistent	unknown
Giga AI	YC S23	yc-2023.md	AI support agents for enterprises	L3	vertical	customer service	active	$61M Series A reported	high	deep	giga-ai	persistent	unknown
Giskard	Accel	vc-us-a.md	Automated Red Teaming platform for AI agents to prevent security vulnerabilities	L1	horizontal	general	active	$466K Grant	normal			unknown	unknown
GitHub Copilot Coding Agent	ext:L5	kp-suites.md	Autonomous coding agent working GitHub issues	L5	vertical	software engineering	active	agent mode GA since 2025; Copilot used by 20M+ developers	high	deep	github-copilot-coding-agent	multi-step	usage
GitLab Duo Agent Platform	ext:L5	kp-suites.md	Agent building across the GitLab DevSecOps lifecycle	L5	vertical	software engineering	active	GA in GitLab 18.8	normal			unknown	unknown
Glade	YC S23	yc-2023.md	AI agents for game development and AI NPCs	L3	vertical	software engineering	active	50+ studios use GladeCore	normal			unknown	unknown
Glama	seed:L1	kp-infra.md	MCP registry, inspector, and gateway for agents	L1	horizontal	general	active	Leading MCP registry; funding undisclosed	normal			unknown	unknown
Glean	gtm:kb;seed:L2;Lightspeed;IVP, ICONIQ, Craft	gtm-carry.md;kp-platforms.md;vc-us-a.md;vc-us-c.md	Enterprise Work AI platform: search, assistants, agents over 100+ apps	L2	horizontal	general	active	$7.2B valuation, $200M ARR	high	deep	glean	multi-step	unknown
Glen	YC S26	yc-2026.md	Shared memory layer for AI agents	L1	horizontal	general	active	none visible	high	base	glen	persistent	unknown
Google ADK	seed:L2	kp-platforms.md	Google's open-source Agent Development Kit for Gemini-based agents	L2	horizontal	general	active	Expanding integrations ecosystem 2026; Google Cloud distribution	high	deep	google-adk	persistent	unknown
Google Agent Development Kit	seed:L5	kp-suites.md	Open-source model-agnostic framework for building agents	L2	horizontal	general	active	none visible	normal			unknown	unknown
Google Agent Studio (ex-Vertex AI Agent Builder)	seed:L5	kp-suites.md	Managed no-code agent building in Gemini Enterprise Agent Platform	L2	horizontal	general	active	Vertex AI renamed Gemini Enterprise Agent Platform April 2026	normal			unknown	unknown
Google Agentspace	gtm:inc	gtm-carry.md	Google agent platform: Agentspace, no-code Workbench, A2A protocol	L5	horizontal	general	active	Gemini Enterprise $30 per seat	high	deep	google-agentspace	persistent	per-seat
Google Gemini Enterprise (ex-Agentspace)	seed:L5	kp-suites.md	Enterprise agent platform with assistant and search, ex-Agentspace	L2	horizontal	general	active	Renamed Oct 2025; unified platform April 2026	normal			unknown	unknown
GovDash	gtm:rfp;YC W22	gtm-carry.md;yc-2021-22.md	Government contracting lifecycle platform with agentic cross-module execution	L3	vertical	GTM/sales	active	none visible	high	base	govdash	unknown	unknown
GradeWiz	YC W25	yc-2025.md	AI grading of student work for universities	L3	vertical	education	active	TechCrunch W25 Demo Day top-10 pick	high	deep	gradewiz	multi-step	unknown
Gradient Labs	ext:L3	kp-vertical-a.md	AI customer service agents for regulated fintechs	L3	vertical	customer service (fintech)	active	$13M Series A (2025) plus 2026 round	normal			unknown	unknown
GrazeMate	YC W26	yc-2026.md	Autonomous drones that herd cattle	L3	vertical	logistics	active	none visible	high	base	grazemate	unknown	unknown
Greenlite	seed:L3;Greylock;Craft;YC S23	kp-vertical-b.md;vc-us-a.md;vc-us-c.md;yc-2023.md	AI agents for AML and KYC compliance operations	L3	vertical	finance/accounting	active	$15M Series A (2025)	high	deep	greenlite	long-horizon	unknown
Greptile	ext:L3;YC W24	kp-vertical-a.md;yc-2024.md	AI code review and codebase understanding	L3	vertical	software engineering	active	$25M Series A led by Benchmark (2025)	high	deep	greptile	multi-step	usage
GreyLabs AI	Elevation, Z47	vc-in.md	Agentic voice AI platform for India's BFSI	X	vertical	finance	active	Rs 85 Cr Series A 2025	high	base	greylabs-ai	unknown	unknown
Guidewire Agentic AI	ext:L5	kp-suites.md	Agent framework for insurers on Guidewire Cloud	L5	vertical	insurance	active	launched Qusar release August 2026	normal			unknown	unknown
Guild AI	YC S26	yc-2026.md	AI-native defense supply chain layer	L3	vertical	defense	active	none visible	high	base	guild-ai	unknown	unknown
Gumloop	seed:L2;Benchmark;YC W24	kp-platforms.md;vc-us-a.md;yc-2024.md	No-code canvas for building AI agent workflows and automations	L2	horizontal	general	active	$50M Series B led by Benchmark, Mar 2026	high	deep	gumloop	multi-step	usage
H Company	ext:X	kp-infra.md	Computer-use agents (Runner H) from Paris lab	X	horizontal	general	active	$220M seed (2025)	high	deep	h-company	multi-step	unknown
haddock	YC W22	yc-2021-22.md	AI agents running restaurant operations	L3	vertical	restaurants	active	team 40	normal			unknown	unknown
Hadrius	YC W23	yc-2023.md	AI compliance automation for SEC-registered financial advisors	L3	vertical	finance	active	$27M raised across seed and Series A	high	deep	hadrius	multi-step	unknown
Haize Labs	ext:L1	kp-infra.md	Red-teaming and stress-testing for AI agents	L1	horizontal	general	active	$12.5M seed led by General Catalyst	normal			unknown	unknown
Halluminate	YC S25	yc-2025.md	Data and sandboxes for training computer-use agents	L1	horizontal	general	active	none visible	high	base	halluminate	unknown	unknown
Hamming	YC S24	yc-2024.md	AI Automated voice AI agent testing and monitoring	L1	horizontal	general	active	$3.8M seed led by Mischief	high	deep	hamming	multi-step	platform+subscription
Handled	YC S24	yc-2024.md	Automating post-order operations for e-commerce brands and 3PLs	L3	vertical	logistics	active	none visible	high	base	handled	unknown	unknown
Handoff	ext:L3	kp-vertical-b.md	AI estimating for residential contractors	L3	vertical	construction	active	$5.8M strategic funding (Jun 2025)	normal			unknown	unknown
Hang Ten Systems	Mayfield	vc-ai.md	Enterprise software rebuilt for the agentic era	L2	horizontal	general	active	$32M seed led by Mayfield June 2026	normal			unknown	unknown
HappyRobot	seed:L3;YC S23	kp-vertical-b.md;yc-2023.md	Voice AI agents for freight carriers and brokers	L3	vertical	logistics	active	$150M Series C at $1.2B (Aug 2026)	high	deep	happyrobot	multi-step	unknown
Harmoney	YC W22	yc-2021-22.md	agentic AI for buy-side firms	L3	vertical	finance	active	rebranded InferEdge	normal			unknown	unknown
Harness AI Agents	ext:L5	kp-suites.md	AI agents for software delivery workflows	L5	vertical	software engineering	active	none visible	normal			unknown	unknown
Harper	ext:L3;YC W25	kp-vertical-b.md;yc-2025.md	AI-native commercial insurance brokerage	L3	vertical	insurance	active	$47M raised (Feb 2026)	high	deep	harper	multi-step	unknown
Harvey	seed:L3;Conviction;Sequoia;Coatue	kp-vertical-b.md;vc-ai.md;vc-us-a.md;vc-us-b.md	Agentic AI legal associate for law firms and enterprises	L3	vertical	legal	active	$200M at $11B (Mar 2026); $500M at $15.5B reportedly in talks	high	deep	harvey	long-horizon	per-seat
Hatchet	ext:L1;YC W24	kp-infra.md;yc-2024.md	Open-source orchestration for background AI tasks	L1	horizontal	general	active	YC W24; active OSS	high	deep	hatchet	long-horizon	usage
HatchWorks AI	ext:L4	kp-infra.md	AI-first digital services firm building agents	L4	horizontal	general	active	$2M raised (2026)	normal			unknown	unknown
Hazel	YC W24	yc-2024.md	AI-enabled procurement for government	L3	vertical	government	active	none visible	high	base	hazel	multi-step	unknown
HCLTech	seed:L4	kp-infra.md	Indian SI with GenAI and agentic platforms	L4	horizontal	general	active	AI Force 2.0 (2026)	high	deep	hcltech	multi-step	unknown
Health Harbor	YC S23	yc-2023.md	AI agents calling insurers on behalf of clinics	X	vertical	healthcare	active	none visible	normal			unknown	unknown
Hebbia	seed:L3;Radical Ventures;a16z;Index	kp-vertical-b.md;vc-ai.md;vc-us-a.md;vc-us-b.md	AI document analysis for finance and legal due diligence	L3	vertical	legal	active	$130M at $700M on $13M profitable revenue (2024)	high	deep	hebbia	multi-step	unknown
Heidi Health	ext:L3	kp-vertical-b.md	AI medical scribe for clinical documentation	L3	vertical	healthcare	active	$65M Series B led by Point72 (Oct 2025)	high	deep	heidi-health	multi-step	usage
Helicone	ext:L1	kp-infra.md	Open-source LLM observability and monitoring	L1	horizontal	general	active	$5M seed (2024)	normal			unknown	unknown
Hello Patient	8VC	vc-us-c.md	AI patient engagement calls, texts and scheduling	L3	vertical	healthcare	active	$22.5M Ser A	normal			unknown	unknown
Henry AI	gtm:cpq;seed:L3	gtm-carry.md;kp-vertical-b.md	AI deal desk for commercial real estate: lease abstraction and underwriting	L3	vertical	GTM/sales	active	none visible	normal			unknown	unknown
Hera	YC S25	yc-2025.md	AI motion designer turning hours of video work into minutes	L3	vertical	media	active	none visible	high	deep	hera	multi-step	unknown
Hex Security	YC W26	yc-2026.md	AI agents that continuously pen-test infrastructure	L3	vertical	security	active	$1M+ run-rate in 8 weeks	high	base	hex-security	unknown	unknown
Hey Revia	YC S24	yc-2024.md	Voice AI to automate complex phone calls for healthcare providers	X	vertical	healthcare	active	none visible	high	base	hey-revia	unknown	unknown
Hey Telo	YC W25	yc-2025.md	Voice AI for home services businesses	L3	vertical	home services	active	none visible	high	base	hey-telo	multi-step	unknown
Hindsight	YC W23	yc-2023.md	AI agents conducting buyer interviews and deal analysis	L3	vertical	sales	active	none visible	normal			unknown	unknown
Hippocratic AI	ext:L3;a16z;General Catalyst	kp-vertical-b.md;vc-us-a.md;vc-us-b.md	Patient-facing healthcare AI agents	L3	vertical	healthcare	active	$126M Series C; $3.5B valuation (Nov 2025)	high	deep	hippocratic-ai	persistent	usage
HOAi	YC W22	yc-2021-22.md	AI agent for community association management	L3	vertical	real estate	acquired	acquired by Vantaca Fall 2024	normal			unknown	unknown
HOMLI	YC S22	yc-2021-22.md	autonomous AI real-estate broker for home selling	L3	vertical	real estate	active	team 20	normal			unknown	unknown
Honeywell AI Agents	ext:L5	kp-suites.md	Domain-trained agentic workflows via Honeywell Forge	L5	vertical	manufacturing	active	none visible	normal			unknown	unknown
Hoplite	YC S26	yc-2026.md	Development platform built for AI coding agents	L1	horizontal	general	active	none visible	high	base	hoplite	multi-step	unknown
Horizon3.ai	SignalFire;Craft	vc-ai.md;vc-us-c.md	Autonomous penetration testing platform NodeZero	L3	vertical	security	active	$250M Series E at $2B+ Aug 2026	high	deep	horizon3-ai	multi-step	other
HubSpot Agent Hub	gtm:inc;seed:L5	gtm-carry.md;kp-suites.md	Agentic customer platform with Agent Hub and outcome-based pricing	L5	horizontal	general	active	$0.50 per resolved conversation, Dashworks acquired	high	deep	hubspot-agent-hub	multi-step	per-outcome
hud	YC W25	yc-2025.md	Agentic evals and RL environments for computer-use agents	L1	horizontal	general	active	none visible	high	base	hud	unknown	unknown
Hugging Face smolagents	seed:L2	kp-platforms.md	Hugging Face's minimalist open-source agent framework	L2	horizontal	general	active	Active open-source project in Hugging Face ecosystem	normal			unknown	unknown
Humance	YC W21	yc-2021-22.md	AI keeping complex construction projects on schedule	L3	vertical	construction	active	$125K raised	normal			unknown	unknown
HumanLayer	YC F24	yc-2024.md	Getting AI Coding Agents to solve hard problems in complex codebases	L1	horizontal	general	active	none visible	high	deep	humanlayer	long-horizon	unknown
Humanly	ext:L3	kp-vertical-a.md	AI agents for high-volume and frontline hiring	L3	vertical	HR and recruiting	active	$25M Series B (2026)	high	deep	humanly	multi-step	per-outcome
Humoniq	YC S25	yc-2025.md	AI-native BPO for travel and transport customer support	L3	vertical	customer service	active	none visible	high	base	humoniq	long-horizon	unknown
Hunter	ext:L3	kp-vertical-b.md	AI SOC analyst automating alert triage	L3	vertical	security	active	$118M total raised (Apr 2026)	high	deep	hunter	multi-step	other
Hyperbrowser	Peak XV;YC S21	vc-in.md;yc-2021-22.md	Browser infrastructure for AI agents to navigate the web	L1	horizontal	general	active	Peak XV-backed 2025; YC company	normal			unknown	unknown
Hypercore	Insight	vc-us-b.md	AI admin agent for private credit	L3	vertical	finance	active	$13.5M Ser A 2026 led by Insight	normal			unknown	unknown
Hypercubic	YC F25	yc-2025.md	AI maintaining and modernizing COBOL and mainframe systems	L3	vertical	software engineering	active	none visible	high	base	hypercubic	unknown	unknown
Hyperprobe	YC S26	yc-2026.md	Coding agent that can fix production issues	L3	vertical	software engineering	active	none visible	high	base	hyperprobe	unknown	unknown
Hyperspell	YC F25	yc-2025.md	Memory for AI agents across Slack, Gmail, Notion, Drive	L1	horizontal	general	active	none visible	high	base	hyperspell	persistent	unknown
IBM BeeAI	ext:L2	kp-platforms.md	IBM Research's open-source agent framework	L2	horizontal	general	active	IBM Research open-source project	normal			unknown	unknown
